"name"," Найменування"," Статус"," Введено знову"," Раніше опублікований у"," Альтернативні найменування"," Ключові слова"," Застосовність"," Коментарі щодо застосування"," Клас форми"," Клас функцій"," Клас застосування"," Примітки"," Форма"," Альтернативні форми"," Складові частини"," Замінює"," Застарілий з"," Замінений на"," Обмеження символу"," img"
" S00307"," керуючий пристрій; котушка реле (подання, що додається)"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-03",," логічні реле, керуючі пристрої",,," прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано з двома обмотками"," форма 1"," S00308"," S00305",,,,," symb/image-20241221150328419.png"
" S00308"," керуючий пристрій; котушка реле (сумісне уявлення)"," застарілий"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-04",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано з двома обмотками"," Інша форма"," S00306"," S00305",," 12.08.2003",,," symb/image-20241221150343259.png"
" S00309"," керуючий пристрій; котушка реле (роздільна вистава)"," застарілий"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-05",," логічні реле, керуючі пристрої",,," прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано з двома обмотками, роздільне уявлення"," Інша форма"," S00310"," S00305",," 12.08.2003",,," symb/image-20241221150358661.png"
" S00310"," керуючий пристрій; котушка реле (роздільна вистава)"," застарілий"," 01.07.2001","МЕК 60617-7 (ред. 2.0) 07-15-06",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано з двома обмотками, роздільне уявлення"," Інша форма"," S00309"," S00305",," 12.08.2003",,," symb/image-20241221150410706.png"
" S00311"," котушка реле з уповільненим відпусканням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-07",," логічні реле, керуючі пристрої"," S00313",," прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00305",,,,," symb/image-20241221150424016.png"
" S00312"," котушка реле, що працює із уповільненням при спрацьовуванні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-08",," логічні реле, керуючі пристрої"," S00313",," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00305",,,,," symb/image-20241221150439164.png"
" S00313"," котушка реле, що працює із уповільненням при спрацьовуванні та відпусканні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-09",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00311; S00312",,,,," symb/image-20241221150452280.png"
" S00314"," котушка реле, що працює з прискоренням при спрацьовуванні та відпусканні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-10",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," прискорення при спрацьовуванні та відпусканні",,," S00005",,,,," symb/image-20241221150507620.png"
" S00315","котушка реле, нечутливого до змінного струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-11",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00305",,,,," symb/image-20241221150517752.png"
" S00316"," обмотка реле змінного струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-12",," логічні реле, керуючі пристрої",,," фігури, лінії"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00305; S01403",,,,," symb/image-20241221150531220.png"
" S00317"," котушка реле, що працює з механічним резонансом"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-13",," логічні реле, керуючі пристрої",,," фігури, лінії"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00098; S00305",,,,," symb/image-20241221150543443.png"
" S00318"," котушка реле, що має механічне блокування"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-14",," логічні реле, автоматичне керування, керуючі пристрої",,," рівносторонні трикутники, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00305",,,,," symb/image-20241221150556032.png"
" S00319"," котушка поляризованого реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-15",," логічні реле, керуючі пристрої","S00320, S00321, S00322, S01416"," А00090"," прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00210; S00305",,,,," symb/image-20241221150611837.png"
" S00320"," поляризоване реле із самоповерненням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-16",," логічні реле, керуючі пристрої",,," точки, лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," з автоматичним поверненням; працює тільки в одному напрямку струму в обмотці",,," S00230; S00319",,,,," symb/image-20241221150621166.png"
" S00321"," поляризоване реле з нейтральним становищем"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-17",," логічні реле, керуючі пристрої",,," точки, лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," з нейтральним становищем, з автоматичним поверненням; працює в обох напрямках струму в обмотці",,," S00231; S00319",,,,," symb/image-20241221150635354.png"
" S00322"," поляризоване реле із стійкими положеннями"," застарілий"," 01.07.2001","МЕК 60617-7 (ред. 2.0) 07-15-18",," логічні реле, керуючі пристрої",,," точки, лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано два стійкі положення",,," S00250; S00319",," 23.03.2002"," S01416",," symb/image-20241221150649402.png"
" S00323"," котушка реле, що працює із уповільненням при відпусканні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-19",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",," форма 1"," S00324"," S00305",,,,," symb/image-20241221150705164.png"
" S00324"," котушка реле, що працює із уповільненням при відпусканні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-20",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",," Форма 2"," S00323"," S00305",,,,," symb/image-20241221150720705.png"
" S00325"," сприймаюча частина електротеплового реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-21",," логічні реле, керуючі пристрої"," S00294, S00295",," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00120; S00305",,,,," symb/image-20241221150734130.png"
" S00326"," сприймаюча частина електронного реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-15-22",," логічні реле, керуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми сполук функціональні схеми, загальні схеми",,,," S00125; S00305",,,,,"symb/image-20241221150746641.png"
" S00327"," вимірювальне реле;"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-01",," вимірювальні реле, керуючі пристрої"," S00339, S00343, S00338, S00340, S00345, S00347, S00348, S00344, S00346, S00351, S00349, S00352, S00353, S00348"," А00091, А00092, А00093, А00094"," прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221150758911.png"
" S00328"," можливість замикання на корпус; напруга на корпусі у разі замикання"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-02",," вимірювальні реле",,," символи, лінії"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,," S00203",,,,," symb/image-20241221150813240.png"
" S00329"," залишкова напруга"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-03",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150824581.png"
" S00330"," зворотний струм"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-04",," вимірювальні реле","S00339",," стрілки, символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150835841.png"
" S00331"," диференціальний струм"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-05",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150848199.png"
" S00332"," процентний диференціальний струм"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-06",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150901335.png"
" S00333"," струм замикання на землю"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-07",," вимірювальні реле",,," символи, лінії"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,," S00200",,,,," symb/image-20241221150912186.png"
" S00334"," струм у нейтральному дроті"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-08",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150926761.png"
" S00335"," струм між нейтральними точками багатофазних систем"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-09",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,," symb/image-20241221150937516.png"
" S00336"," потужність при фазовому вугіллі"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-10",," вимірювальні реле",,," символи"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,,,,,,,"symb/image-20241221150956705.png"
" S00337"," витримка часу, що залежить від характерної величини реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-16-11",," вимірювальні реле"," S00351",," лінії"," функціональні елементи чи ознаки"," концептуальні елементи чи визначники",,,," S00124",,,,," symb/image-20241221151010358.png"
" S00338"," реле нульове"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-01",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00111; S00327",,,,," symb/image-20241221151022866.png"
"S00339"," реле зворотного струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-02",," вимірювальні реле",,," стрілки, символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00327; S00330",,,,," symb/image-20241221151035579.png"
" S00340"," реле зниженої потужності"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-03",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00109; S00327",,,,," symb/image-20241221151049162.png"
" S00341"," реле максимального струму з тимчасовою затримкою"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-04",," вимірювальні реле",,," символи, лінії, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00108; S00124",,,,,"symb/image-20241221151106732.png"
" S00342"," реле максимального струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-05",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано з двома вимірювальними елементами у діапазоні установок від 5 до 10 А",,,,,,,," symb/image-20241221151119253.png"
" S00343"," реле максимальної реактивної потужності"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-06",," вимірювальні реле",,," символи, лінії, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," реле реактивної потужності: спрацьовування при протіканні енергії до струмоведучої шини (установка 1 Мвар), витримка регулюється в діапазоні від 5 до 10 с",,," S00085; S00105; S00108; S00124; S00327",,,,," symb/image-20241221151132920.png"
" S00344"," реле мінімальної напруги"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-07",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми","показано з діапазоном установок від 50 до 80 В та коефіцієнтом повернення 130 %",,," S00109; S00327",,,,," symb/image-20241221151144915.png"
" S00345"," реле струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-08",," вимірювальні реле"," S00294, S00295",," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," з максимальною та мінімальною установками (3 А та 5 А).",,," S00108;",,,,," symb/image-20241221151157961.png"
" S00346"," реле мінімального повного опору"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-09",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00109; S00327",,,,," symb/image-20241221151209140.png"
" S00347"," реле, що спрацьовує при короткому замиканні між витками обмотки"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-10",," вимірювальні реле",,," півкола, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00109; S00327;",,,,," symb/image-20241221151224357.png"
" S00348"," реле, яке спрацьовує при розриві ланцюга в обмотці"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-11",," вимірювальні реле",,,"півкола, лінії, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00327; S00583",,,,," symb/image-20241221151238785.png"
" S00349"," реле, яке спрацьовує при фазовому замиканні"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-12",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показано трифазну систему",,," S00109; S00327",,,,," symb/image-20241221151251263.png"
" S00350"," реле, що спрацьовує при замиканні ротора"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-13",," вимірювальні реле",,," символи, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," приводиться в дію струмом",,," S00108; S00112; S00327",,,,," symb/image-20241221151303901.png"
" S00351"," реле максимального струму"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-17-14",," вимірювальні реле",,," символи, лінії, прямокутники"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," з двома виходами; один активується при перевищенні силою струму заданого значення у п'ять разів, за витримкою, залежною від характерної величини пристрою",,," S00109; S00327; S00337",,,,,"symb/image-20241221151315301.png"
"S00352"," захисний пристрій Бухгольця, газове реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-18-01",," пристрій Бухгольця, вимірювальні реле",,," сегменти кола, прямокутники, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00195; S00198;",,,,," symb/image-20241221151327885.png"
" S00353"," реле автоматичного повторного увімкнення"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-18-02",," пристрої автоматичного повторного увімкнення",,," кола, лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00124;",,,,," symb/image-20241221151342169.png"
" S00354"," датчик наближення"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-19-01",," пристрої наближення, сенсорні пристрої",,," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221151357712.png"
" S00355","пристрій розпізнавання наближення"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-19-02",," пристрої наближення, сенсорні пристрої"," S00356"," А00095"," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221151411338.png"
" S00356"," пристрій розпізнавання наближення ємнісний"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-19-03",," пристрої наближення, сенсорні пристрої",,," лінії, прямокутники, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," ємнісний пристрій розпізнавання, що спрацьовує при наближенні суцільного матеріалу",,," S00114; S00355; S00567",,,,," symb/image-20241221151424684.png"
" S00357"," датчик торкання"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-19-04",," пристрої наближення, сенсорні пристрої",,," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221151435408.png"
" S00358"," сенсорний перемикач"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-20-01",," пристрої наближення, перемикачі, сенсорні пристрої",,," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, монтажні схеми, загальні схеми"," показаний із замикаючим контактом",,," S00173; S00227",,,,,"symb/image-20241221151450850.png"
" S00359"," безконтактний перемикач"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-20-02",," пристрої наближення, сенсорні пристрої"," S00360",," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," показаний із замикаючим контактом",,," S00172;",,,,," symb/image-20241221151506206.png"
" S00360"," безконтактний перемикач з магнітним керуванням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-20-03",," пристрої наближення, сенсорні пристрої",,," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," спрацьовує при наближенні магніту;",,," S00210;",,,,," symb/image-20241221151519129.png"
" S00361"," безконтактний перемикач, який спрацьовує на наближення заліза"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-20-04",," пристрої наближення, перемикачі, сенсорні пристрої",,," лінії, квадрати"," Перетворення змінної на сигнал"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," спрацьовує при наближенні заліза;",,," S00172;",,,,," symb/image-20241221151534037.png"
" S00362"," плавкий запобіжник, загальний символ"," стандарт"," 01.07.2001","МЕК 60617-7 (ред. 2.0) 07-21-01",," запобіжники"," S00363, S00364, S00366",," лінії, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221151637775.png"
" S00363"," запобіжник"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-02",," запобіжники",,," лінії, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," сторона, що залишається під напругою, позначена потовщеною лінією",,," S00362",,,,," symb/image-20241221152049512.png"
" S00364"," плавкий запобіжник ударної дії"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-03",," запобіжники"," S00365, S00367",," лінії, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," з механічним зв'язком",,," S00144; S00362",,,,," symb/image-20241221152111608.png"
" S00365"," плавкий запобіжник ударної дії з контактом сигналізації"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-04",," запобіжники",,," лінії, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," три виведення контакту сигналізації",,," S00227; S00364",,,,," symb/image-20241221152138615.png"
" S00366","запобіжник плавкий ударної дії з самостійною схемою сигналізації"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-05",," запобіжники",,," лінії, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," із самостійною схемою сигналізації",,," S00227; S00362",,,,," symb/image-20241221152153461.png"
" S00367"," трифазний вимикач з автоматичним відключенням будь-яким із плавких запобіжників ударної дії"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-06",," вимикачі із запобіжником",,," лінії, прямокутники"," F захист, Q кероване перемикання або регулювання"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," автоматичне відключення будь-яким із плавких запобіжників ударної дії",,," S00227; S00364",,,,," symb/image-20241221152204166.png"
" S00368"," вимикач-запобіжник"," стандарт"," 01.07.2001","МЕК 60617-7 (ред. 2.0) 07-21-07",," вимикачі із запобіжником"," S00370, S00369",," лінії, прямокутники"," F захист, Q кероване перемикання або регулювання"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221152218839.png"
" S00369"," роз'єднувач-запобіжник"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-08",," вимикачі із запобіжником",,," лінії, прямокутники"," F захист, Q кероване перемикання або регулювання"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00220; S00368",,,,," symb/image-20241221152233958.png"
" S00370"," вимикач-роз'єднувач з плавким запобіжником; вимикач-роз'єднувач з плавким запобіжником під навантаженням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-21-09",," вимикачі із запобіжником",,," лінії, прямокутники"," F захист, Q кероване перемикання або регулювання"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00221; S00368",,,,," symb/image-20241221152245830.png"
" S00371"," іскровий проміжок"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-22-01",," розрядники"," S00374, S00372",," стрілки"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,,,,,,," symb/image-20241221152301725.png"
" S00372"," іскровий проміжок двоелектродний"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-22-02",," розрядники"," S00375",," стрілки"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00371",,,,," symb/image-20241221152314197.png"
" S00373","розрядник"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-22-03",," розрядники",,," стрілки, прямокутники"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, монтажні схеми, карти мереж, загальні схеми",,,,,,,,," symb/image-20241221152327018.png"
" S00374"," розрядник із газовим наповненням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-22-04",," розрядники",,," стрілки, кола, точки"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00371;",,,,," symb/image-20241221152338945.png"
" S00375"," розрядник симетричний із газовим наповненням"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-22-05",," розрядники",,," стрілки, кола, точки"," F захист"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00372;",,,,," symb/image-20241221152349118.png"
" S00376"," перемикач без рухомих частин, загальний символ"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-25-01",," перемикачі без рухомих частин"," S00380, S00378, S00379, S00377"," А00096, А00097"," лінії"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00227",,,,," symb/image-20241221152404232.png"
" S00377"," статичний (напівпровідниковий) контактор"," стандарт"," 01.07.2001","МЕК 60617-7 (ред. 2.0) 07-25-02",," контактори, перемикачі без рухомих частин",,," півкола, лінії"," Q кероване перемикання або регулювання"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00218; S00376",,,,," symb/image-20241221152414495.png"
" S00378"," перемикач без рухомих частин, на один напрямок"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-25-03",," перемикачі без рухомих частин",,," рівносторонні трикутники, лінії"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," пропускає струм лише в одному напрямку",,," S00376; S00619",,,,," symb/image-20241221152432067.png"
" S00379"," статичне реле, загальний символ"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-26-01",," статичні комутуючі пристрої"," S00382, S00381"," А00098"," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань,"," функціональні схеми, загальні схеми показаний напівпровідниковий замикаючий контакт",,," S00305; S00376",,,,,"symb/image-20241221152446016.png"
" S00380"," статичне реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-26-02",," статичні комутуючі пристрої",,," стрілки, рівносторонні трикутники, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," зі світловипромінюючим діодом як виконавчий пристрій, з напівпровідниковим замикаючим контактом",,," S00376; S00642",,,,," symb/image-20241221152500812.png"
" S00381"," статичне реле теплового захисту"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-26-03",," статичні комутуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," триполюсне реле теплового захисту з двома напівпровідниковими контактами: одним замикаючим та одним розмикаючим; для виконавчого пристрою потрібне окреме допоміжне джерело живлення",,," S00120; S00379",,,,,"symb/image-20241221152520674.png"
" S00382"," статичне реле"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-26-04",," статичні комутуючі пристрої",,," лінії, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," напівпровідникова сприймаюча частина з напівпровідниковим замикаючим контактом",,," S00125; S00379",,,,," symb/image-20241221152533191.png"
" S00383"," з'єднувальний пристрій із відділенням ланцюга"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-27-01",," з'єднувальні пристрої, статичні комутуючі пристрої",," А00099"," символи, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми",,,," S00126",,,,," symb/image-20241221152547024.png"
" S00384"," з'єднувальний пристрій з відділенням ланцюга, оптичний"," стандарт"," 01.07.2001"," МЕК 60617-7 (ред. 2.0) 07-27-02",," з'єднувальні пристрої, статичні комутуючі пристрої",,," символи, прямокутники"," До обробки сигналів чи інформації"," принципові схеми, схеми з'єднань, функціональні схеми, загальні схеми"," оптичний з'єднувальний пристрій із відділенням ланцюга",,," S00126; S00127",,,,," symb/image-20241221152556621.png"
" S00385","енергетична станція, запланована"," стандарт"," 01.07.2001"," МЕК 60617-11 (ред. 2.0) 11-01-01",," енергетична станція"," S00393, S00391, S00397, S00395, S00399, S00401 S00403"," А00071"," квадрати"," G ініціювання потоку"," карти мереж",,,," S00059",,,,," symb/image-20241221152609551.png"
